0.37876,0.37766,0.38519,0.38882,0.41859,0.41974,0.38012,0.32406,0.29197,0.25842,0.25763,0.25008,0.25941,0.37466,0.47261,0.51379
0.42673,0.40825,0.38173,0.3393,0.31637,0.27806,0.25182,0.24748,0.27969,0.34345,0.41417,0.42609,0.43206,0.48223,0.50821,0.51745
0.11404,0.10228,0.086062,0.063686,0.057661,0.051714,0.050033,0.048567,0.0538,0.073546,0.14353,0.20595,0.24489,0.21552,0.23341,0.37193
0.33667,0.3365,0.35899,0.3931,0.44092,0.48006,0.47939,0.46667,0.4606,0.4492,0.44794,0.44,0.44049,0.47915,0.49946,0.50627
0.16596,0.16299,0.17161,0.17784,0.20817,0.22399,0.2034,0.18529,0.17139,0.17224,0.14288,0.11983,0.13105,0.10923,0.1251,0.25307
0.43662,0.44497,0.4654,0.4792,0.48222,0.47121,0.45963,0.461,0.48324,0.51258,0.52301,0.5179,0.51277,0.50612,0.5084,0.51472
0.11251,0.11344,0.12886,0.16444,0.2161,0.27296,0.27296,0.23805,0.17876,0.15353,0.11863,0.098587,0.10814,0.093144,0.10808,0.22721
0.22574,0.20606,0.18952,0.16702,0.16172,0.14306,0.12902,0.12901,0.15996,0.24579,0.40235,0.47343,0.48843,0.51241,0.52461,0.52951
0.43997,0.45142,0.47824,0.50509,0.52047,0.52427,0.52067,0.51784,0.52153,0.52574,0.52387,0.51634,0.51163,0.51552,0.51897,0.52153
0.083218,0.082162,0.081538,0.086085,0.1079,0.13936,0.16631,0.19405,0.2022,0.20886,0.17871,0.15077,0.16423,0.13784,0.15323,0.29126
0.1843,0.15542,0.11725,0.080218,0.068276,0.057446,0.054064,0.051404,0.056706,0.065656,0.078132,0.080915,0.087784,0.15871,0.30964,0.46829
0.099283,0.093705,0.090795,0.092732,0.13616,0.28502,0.37285,0.35114,0.31202,0.27192,0.25958,0.2479,0.25721,0.32471,0.39213,0.48275
