0.28194,0.49116,0.45575,0.40384,0.41483,0.48511,0.46277,0.42378,0.38972,0.3649,0.32024,0.27111,0.2362,0.22085,0.21271,0.22977
0.26785,0.45993,0.40226,0.32313,0.30229,0.29192,0.26308,0.25498,0.28583,0.38728,0.4989,0.49687,0.47009,0.45587,0.44651,0.4649
0.14247,0.13138,0.091827,0.063565,0.057699,0.052367,0.048243,0.045519,0.051072,0.077971,0.14676,0.16342,0.18714,0.3088,0.47015,0.60052
0.16282,0.1467,0.10701,0.091821,0.11479,0.34857,0.58307,0.60716,0.58863,0.56625,0.54894,0.52961,0.5433,0.60872,0.64536,0.65977
0.21469,0.27518,0.22927,0.19744,0.20545,0.24778,0.22594,0.20228,0.19258,0.19287,0.16635,0.13014,0.10803,0.098388,0.095536,0.10666
0.30223,0.67558,0.6656,0.56303,0.55921,0.60507,0.59255,0.58406,0.59748,0.63283,0.65106,0.6514,0.65096,0.65138,0.65505,0.65886
0.19981,0.22224,0.17796,0.15973,0.189,0.38534,0.42698,0.35209,0.27477,0.2211,0.17112,0.13192,0.10918,0.099741,0.097133,0.1091
0.25472,0.38402,0.32072,0.26358,0.26035,0.2823,0.26043,0.25414,0.28973,0.41017,0.58585,0.64247,0.65344,0.65596,0.65939,0.66374
0.2981,0.65624,0.63864,0.54741,0.55981,0.66167,0.67548,0.66927,0.66565,0.6659,0.66181,0.65799,0.65748,0.6578,0.66062,0.66569
0.15002,0.12979,0.094901,0.075863,0.088831,0.18731,0.20235,0.18548,0.18372,0.19324,0.19294,0.17375,0.1942,0.3244,0.49392,0.61709
0.15287,0.15802,0.11191,0.076323,0.066288,0.056975,0.050858,0.046756,0.051043,0.063748,0.074216,0.067587,0.079039,0.1607,0.32425,0.5294
0.12258,0.094843,0.069337,0.057522,0.069644,0.25434,0.46893,0.44574,0.37252,0.31461,0.25736,0.20867,0.17636,0.16217,0.15503,0.17093
0.25681,0.37533,0.31379,0.26042,0.26416,0.30786,0.29017,0.28332,0.31732,0.42725,0.57512,0.61192,0.62454,0.64633,0.6583,0.66393
0.18019,0.19096,0.1502,0.12718,0.13884,0.19786,0.18413,0.16094,0.14858,0.14414,0.1198,0.091319,0.076462,0.070185,0.070107,0.077703
0.1532,0.13558,0.096526,0.07072,0.06925,0.07251,0.064412,0.061293,0.07454,0.13956,0.34153,0.51969,0.59585,0.63507,0.65317,0.66175
0.24933,0.4224,0.36667,0.31336,0.33563,0.47132,0.48532,0.47419,0.48665,0.52489,0.54788,0.53649,0.55165,0.61526,0.64964,0.66294
0.27784,0.5793,0.55976,0.43477,0.36655,0.29651,0.25512,0.23188,0.22884,0.23847,0.23391,0.20739,0.21251,0.27025,0.3027,0.33499
0.21477,0.22416,0.1734,0.14823,0.17457,0.37833,0.47755,0.47756,0.48769,0.51922,0.53432,0.52021,0.53672,0.60406,0.64242,0.65746
0.10681,0.088752,0.06862,0.05135,0.051638,0.058182,0.054059,0.049451,0.052816,0.06209,0.068214,0.06188,0.07105,0.14093,0.29357,0.50338
0.27065,0.47076,0.4166,0.3583,0.38237,0.53274,0.55787,0.55439,0.57301,0.61859,0.64777,0.65076,0.65158,0.6541,0.65775,0.66253
0.2114,0.28981,0.25182,0.23071,0.25131,0.34414,0.32207,0.26684,0.21629,0.18027,0.13901,0.10561,0.087556,0.079453,0.078294,0.087566
0.28736,0.59909,0.56299,0.47032,0.46596,0.5047,0.48495,0.47669,0.50483,0.57895,0.63626,0.64522,0.64752,0.64931,0.65386,0.65762
0.29132,0.64674,0.63846,0.55009,0.55386,0.61275,0.59284,0.54902,0.50099,0.45777,0.42682,0.39616,0.40752,0.48075,0.52148,0.55066
0.11253,0.095268,0.068685,0.051254,0.050412,0.049854,0.046904,0.043901,0.048354,0.064074,0.089989,0.088249,0.10143,0.19483,0.36156,0.553
0.10236,0.08088,0.064078,0.048086,0.049443,0.06769,0.066537,0.062248,0.072474,0.1121,0.17662,0.18188,0.20244,0.32881,0.49314,0.61908
0.22959,0.4406,0.46471,0.42458,0.37102,0.30358,0.25586,0.2167,0.18544,0.16385,0.1301,0.098714,0.081769,0.075374,0.074418,0.082959
0.14518,0.12414,0.089491,0.069386,0.073742,0.098776,0.09066,0.085904,0.10229,0.16492,0.25774,0.26944,0.29819,0.43235,0.56636,0.64068
0.16701,0.15561,0.11315,0.094132,0.10757,0.18297,0.1832,0.17696,0.20125,0.28065,0.36958,0.37359,0.40057,0.51898,0.60936,0.64974
0.24823,0.37513,0.31596,0.26542,0.27819,0.35635,0.34535,0.33621,0.36243,0.43946,0.50668,0.50307,0.52413,0.60169,0.64609,0.66394
