0.49673	0.5152	0.51645	0.52076	0.52745	0.53564	0.54723	0.56234	0.58205	0.60704	0.63484	0.65817	0.67647	0.68799	0.69426	0.69817	0.70431	0.7128	0.72134	0.72952	0.73415	0.73395	0.73605	0.74703	0.7714	0.80592	0.83595	0.85613	0.86989	0.88138	0.88876
0.47797	0.50946	0.5248	0.53518	0.54387	0.5526	0.56314	0.5735	0.58371	0.59551	0.60965	0.62279	0.63507	0.64742	0.65639	0.65773	0.65638	0.6601	0.66642	0.67006	0.67144	0.6747	0.6829	0.69498	0.71305	0.74049	0.77196	0.8033	0.83142	0.85501	0.87034
0.47495	0.49882	0.50794	0.51468	0.52121	0.5286	0.53934	0.55401	0.57407	0.60034	0.6294	0.65376	0.67406	0.68809	0.6938	0.69511	0.70141	0.71352	0.72339	0.72959	0.73138	0.72903	0.72902	0.73766	0.75956	0.79096	0.81658	0.83165	0.84354	0.85829	0.86939
0.61558	0.67036	0.70429	0.73	0.74677	0.75882	0.7693	0.77807	0.7853	0.791	0.79647	0.79923	0.80049	0.80022	0.79951	0.79801	0.7971	0.79757	0.79796	0.799	0.80092	0.80432	0.81225	0.82266	0.83461	0.84812	0.85644	0.86071	0.86552	0.87261	0.87738
0.47231	0.49951	0.51033	0.51625	0.51886	0.52222	0.52898	0.53917	0.55347	0.5721	0.59008	0.60588	0.62398	0.63999	0.64393	0.64189	0.6511	0.67507	0.69337	0.69621	0.69791	0.70577	0.71114	0.70578	0.7001	0.71525	0.75404	0.79918	0.83491	0.8592	0.87289
0.59663	0.64193	0.66729	0.68628	0.69753	0.70555	0.7147	0.7249	0.73737	0.75083	0.76521	0.77716	0.78748	0.79364	0.79615	0.79563	0.79436	0.79416	0.79372	0.79372	0.79539	0.80003	0.80926	0.81893	0.82882	0.84124	0.85165	0.85847	0.86437	0.87047	0.8741
0.21391	0.35498	0.62403	0.80079	0.8479	0.84793	0.83495	0.83284	0.83477	0.83173	0.83446	0.83427	0.83335	0.83062	0.8292	0.82744	0.82593	0.82558	0.82543	0.82643	0.82832	0.83199	0.84105	0.85162	0.86286	0.87421	0.88011	0.88199	0.88421	0.88837	0.89052
0.34221	0.34493	0.33769	0.33614	0.34098	0.34986	0.36387	0.38357	0.41076	0.44722	0.49017	0.53408	0.57481	0.60689	0.62949	0.64658	0.66451	0.68457	0.70222	0.71542	0.72108	0.72001	0.72048	0.72743	0.74561	0.7722	0.79137	0.7995	0.81245	0.83684	0.85593
0.54861	0.60191	0.64221	0.66737	0.68148	0.6898	0.69691	0.70336	0.70886	0.71403	0.71885	0.72069	0.72236	0.7236	0.72521	0.72856	0.7364	0.74823	0.75973	0.76968	0.77569	0.77725	0.78094	0.78914	0.80388	0.82336	0.83851	0.84766	0.85426	0.86083	0.86464
0.22196	0.35772	0.59021	0.72395	0.7574	0.75738	0.74728	0.74443	0.74519	0.74373	0.74412	0.74121	0.73979	0.74156	0.74266	0.74167	0.74622	0.76223	0.78042	0.79236	0.80045	0.80753	0.81682	0.82582	0.8347	0.84616	0.85695	0.86427	0.86994	0.87496	0.87793
0.54345	0.5962	0.63544	0.66089	0.67613	0.68552	0.6943	0.7029	0.71069	0.71624	0.72046	0.72084	0.71893	0.71405	0.70882	0.7043	0.70019	0.6968	0.69487	0.69687	0.6965	0.69181	0.68942	0.69802	0.72372	0.7626	0.79894	0.82441	0.84162	0.85257	0.85977
0.53508	0.57174	0.59036	0.60617	0.61865	0.62862	0.63885	0.64974	0.66096	0.67116	0.68159	0.68772	0.69052	0.68999	0.68774	0.68494	0.68392	0.68448	0.68462	0.68663	0.68623	0.68401	0.6843	0.69227	0.71193	0.74135	0.77049	0.79426	0.81317	0.82725	0.83701
0.55378	0.595	0.61776	0.63498	0.64692	0.65483	0.66209	0.66768	0.67119	0.6739	0.67503	0.67328	0.67184	0.67028	0.66918	0.67074	0.67847	0.69185	0.70531	0.71707	0.7234	0.72515	0.72927	0.73994	0.76048	0.78754	0.80871	0.82124	0.83073	0.84103	0.84799
0.50439	0.53941	0.55999	0.57335	0.58297	0.5916	0.60257	0.61639	0.633	0.65235	0.67214	0.68662	0.69592	0.69841	0.69694	0.69362	0.68972	0.68599	0.68326	0.68389	0.68281	0.67667	0.67315	0.68094	0.70696	0.74724	0.78371	0.8081	0.82598	0.84409	0.85667
0.54865	0.60047	0.63924	0.66542	0.68048	0.6893	0.69775	0.70676	0.71585	0.72595	0.73674	0.74315	0.74957	0.75834	0.76588	0.76837	0.77405	0.79135	0.81379	0.83094	0.84094	0.84586	0.85025	0.85289	0.85609	0.86201	0.86598	0.86786	0.8718	0.87864	0.88368
0.1892	0.32367	0.5696	0.71768	0.75797	0.76217	0.75816	0.76532	0.77677	0.784	0.79487	0.80102	0.80343	0.80153	0.79799	0.7918	0.78362	0.77354	0.76224	0.74915	0.72975	0.7192	0.72099	0.72417	0.72909	0.72232	0.68056	0.63808	0.6385	0.70133	0.78526
0.18375	0.30758	0.54634	0.70392	0.74967	0.75411	0.746	0.74692	0.75146	0.75219	0.75672	0.75721	0.75668	0.75484	0.75278	0.74935	0.74654	0.74504	0.74093	0.72887	0.70476	0.69086	0.69173	0.69301	0.69377	0.67799	0.62421	0.5748	0.5704	0.62962	0.72453
0.37846	0.38786	0.38416	0.38363	0.38739	0.3932	0.40229	0.41506	0.4332	0.45759	0.48484	0.50871	0.52786	0.54034	0.5466	0.55136	0.55929	0.57115	0.583	0.5942	0.59801	0.59205	0.587	0.59574	0.62797	0.68036	0.72798	0.75557	0.78141	0.82022	0.85088
0.14985	0.1506	0.14598	0.14324	0.14334	0.14763	0.15606	0.16543	0.17443	0.18461	0.19529	0.20426	0.21223	0.21854	0.22048	0.22021	0.22539	0.23819	0.25052	0.25734	0.25851	0.25496	0.24996	0.25003	0.26277	0.29332	0.34216	0.40945	0.48968	0.57737	0.65503
0.36892	0.37705	0.3707	0.36429	0.36036	0.35973	0.36423	0.37385	0.38912	0.41068	0.43527	0.45899	0.48046	0.49557	0.49761	0.48528	0.47279	0.47024	0.47074	0.46698	0.46961	0.48297	0.49184	0.48313	0.47245	0.49049	0.553	0.64848	0.74375	0.81306	0.85172
0.29296	0.29545	0.28697	0.28001	0.27551	0.27384	0.27601	0.28279	0.29431	0.3105	0.32865	0.34622	0.36678	0.38363	0.38505	0.3778	0.3823	0.39991	0.40774	0.39911	0.39553	0.40457	0.40925	0.39652	0.38239	0.3968	0.45674	0.55928	0.67603	0.77444	0.83443
0.26979	0.27473	0.26926	0.2669	0.26887	0.27698	0.29177	0.30915	0.32727	0.34824	0.37251	0.3936	0.412	0.42817	0.4366	0.43538	0.43754	0.45306	0.47278	0.48577	0.48996	0.48762	0.48397	0.48619	0.50324	0.54171	0.59598	0.65903	0.72065	0.77606	0.8151
0.33812	0.34374	0.33976	0.3365	0.33366	0.33334	0.33789	0.3481	0.36466	0.38715	0.41374	0.44148	0.47325	0.50021	0.50879	0.50486	0.51123	0.53118	0.54166	0.53585	0.53404	0.54372	0.54892	0.53712	0.52451	0.54198	0.60112	0.68655	0.76661	0.82417	0.856
0.40737	0.41999	0.42027	0.42228	0.4276	0.4352	0.44551	0.46011	0.47935	0.50314	0.52811	0.54682	0.56241	0.57352	0.57663	0.57604	0.5839	0.6016	0.61748	0.62687	0.62729	0.6188	0.61153	0.61774	0.64662	0.69591	0.74606	0.78421	0.81287	0.84021	0.85873
0.39415	0.40774	0.40619	0.40679	0.40988	0.42003	0.43798	0.45906	0.48225	0.51077	0.54344	0.5755	0.60624	0.63133	0.64644	0.65545	0.66999	0.69508	0.71958	0.73507	0.74278	0.74549	0.74855	0.75482	0.76812	0.79058	0.8139	0.83369	0.85037	0.86526	0.87508
0.41052	0.42501	0.42596	0.42916	0.43493	0.44197	0.45242	0.46732	0.48836	0.51646	0.55048	0.58188	0.60925	0.62878	0.64159	0.65135	0.66549	0.68408	0.70036	0.71375	0.72516	0.73278	0.73763	0.74025	0.74895	0.77098	0.79885	0.82615	0.84844	0.86622	0.87589
