0.506	0.518691	0.5375	0.55245	0.585367	0.639326	0.666347	0.675866	0.739872	0.716974	0.720779	0.734646	0.775198	0.80052	0.847841	0.853468
0.498615	0.542311	0.568939	0.582353	0.599937	0.631159	0.642875	0.65213	0.705446	0.678638	0.675537	0.694827	0.73192	0.754383	0.818775	0.846277
0.499525	0.526005	0.545288	0.559884	0.596171	0.650364	0.673937	0.69456	0.753729	0.734794	0.730824	0.739878	0.78315	0.802719	0.840457	0.841637
0.642324	0.718034	0.768163	0.786623	0.803295	0.821666	0.799939	0.79652	0.848558	0.809611	0.79509	0.815481	0.856321	0.84816	0.861789	0.84661
0.493268	0.523673	0.538618	0.54417	0.569273	0.605022	0.621049	0.6387	0.695268	0.695344	0.692741	0.713631	0.726434	0.737622	0.813997	0.837925
0.634797	0.690666	0.729188	0.741314	0.766519	0.799239	0.799606	0.806994	0.862363	0.820877	0.801771	0.823807	0.864152	0.85661	0.874691	0.857788
0.21574	0.684241	0.88433	0.859988	0.848267	0.858454	0.831355	0.820637	0.877651	0.832575	0.826038	0.840256	0.877508	0.868133	0.88571	0.869685
0.366828	0.356765	0.36696	0.387787	0.435163	0.50852	0.577704	0.630315	0.718077	0.719009	0.731968	0.741385	0.777187	0.791366	0.82718	0.843234
0.582666	0.668167	0.711529	0.722449	0.731441	0.751475	0.73807	0.734232	0.799267	0.781392	0.787319	0.801416	0.837265	0.84231	0.871943	0.861402
0.218165	0.636444	0.791434	0.768854	0.757544	0.764215	0.742982	0.737876	0.796916	0.783737	0.794349	0.81737	0.853075	0.848433	0.873777	0.861959
0.578368	0.665686	0.711304	0.724476	0.739443	0.759791	0.73337	0.721949	0.761405	0.71965	0.713839	0.712078	0.748114	0.787893	0.843046	0.856989
0.571995	0.619861	0.656241	0.672939	0.694716	0.724269	0.712945	0.708761	0.752435	0.718129	0.712642	0.716656	0.750678	0.779644	0.830829	0.848151
0.600135	0.653569	0.690705	0.701268	0.709699	0.723256	0.700628	0.694954	0.751445	0.73963	0.75243	0.765897	0.805789	0.827283	0.860261	0.866403
0.537263	0.586209	0.615748	0.630626	0.662129	0.706142	0.714233	0.716558	0.759281	0.716249	0.703801	0.700531	0.736375	0.779014	0.835874	0.858201
0.547302	0.633055	0.676605	0.68915	0.7016	0.735353	0.731849	0.738221	0.791968	0.799926	0.822346	0.846357	0.862648	0.847973	0.856674	0.846083
0.206868	0.659184	0.805539	0.791983	0.796943	0.827438	0.818031	0.806494	0.836585	0.794671	0.752015	0.751053	0.764082	0.710468	0.666538	0.737837
0.190246	0.625005	0.791283	0.775301	0.768582	0.784315	0.758541	0.756807	0.792292	0.763723	0.719654	0.714376	0.726532	0.655087	0.594542	0.667519
0.391251	0.390629	0.401705	0.413486	0.443058	0.491266	0.518167	0.541038	0.585502	0.589809	0.596715	0.601258	0.645607	0.704163	0.773585	0.808202
