0.142192	0.139481	0.134225	0.136408	0.143151	0.159644	0.192599	0.238551	0.313813	0.400114	0.470794	0.504008	0.491135	0.452344	0.399241	0.336156	0.275331	0.227617	0.190240	0.155190	0.116909	0.097886	0.092577	0.088029	0.084809	0.075431	0.053120	0.037366	0.036016	0.052426	0.101371	
0.493580	0.502259	0.515349	0.529006	0.541705	0.553314	0.565518	0.575469	0.579152	0.573782	0.566984	0.565988	0.567539	0.574543	0.591347	0.627040	0.673519	0.717865	0.745216	0.758961	0.763675	0.767246	0.770652	0.776770	0.789959	0.806193	0.823113	0.834894	0.847612	0.846922	0.851388	
0.157892	0.145710	0.137612	0.135549	0.138759	0.148882	0.168005	0.189999	0.211980	0.218640	0.212618	0.197321	0.180625	0.164788	0.153446	0.144364	0.135316	0.125716	0.119865	0.117765	0.117046	0.114933	0.112129	0.112506	0.121241	0.142037	0.176296	0.222662	0.308019	0.356411	0.430899	
0.429485	0.413632	0.407457	0.409223	0.420330	0.446007	0.494871	0.558262	0.646327	0.721101	0.764506	0.783583	0.784856	0.783349	0.776172	0.764085	0.746283	0.729327	0.710441	0.684560	0.640494	0.619619	0.619066	0.616605	0.611012	0.585245	0.508909	0.435586	0.428925	0.496819	0.628729	
0.044414	0.047631	0.052380	0.055385	0.056378	0.055087	0.050762	0.045550	0.039080	0.033827	0.031097	0.029051	0.028154	0.028100	0.029128	0.031129	0.033364	0.037189	0.046671	0.066366	0.099764	0.140092	0.171540	0.191215	0.205204	0.224547	0.256164	0.301979	0.400440	0.466887	0.568652	
0.328615	0.344140	0.356854	0.364238	0.365526	0.359651	0.345098	0.327789	0.304833	0.283504	0.265435	0.249810	0.242615	0.240642	0.241024	0.249855	0.272793	0.315242	0.368399	0.417856	0.452855	0.468753	0.472223	0.478484	0.497812	0.534068	0.585012	0.641997	0.717032	0.739194	0.771176	
0.350903	0.353523	0.355567	0.359263	0.368431	0.384420	0.411240	0.440005	0.465256	0.471935	0.463900	0.444382	0.420722	0.395150	0.371059	0.348743	0.326326	0.302266	0.279840	0.262628	0.246059	0.235189	0.230089	0.230869	0.236967	0.244373	0.238645	0.218085	0.225094	0.280321	0.399578	
0.438063	0.448141	0.457088	0.465144	0.470810	0.479377	0.493836	0.508871	0.524126	0.536443	0.548403	0.556411	0.556637	0.554503	0.552310	0.550870	0.547135	0.546798	0.550213	0.566415	0.580530	0.586730	0.587459	0.591706	0.610835	0.644902	0.690639	0.736379	0.790909	0.804543	0.823805	
0.101284	0.100450	0.099037	0.098730	0.099366	0.102028	0.108204	0.114320	0.121777	0.128967	0.135953	0.140916	0.140334	0.135771	0.127504	0.118039	0.107794	0.095854	0.085634	0.079511	0.076376	0.072786	0.070741	0.070537	0.076846	0.092023	0.118324	0.155354	0.227802	0.271484	0.338278	
0.077976	0.063521	0.057093	0.056897	0.059468	0.068968	0.091055	0.127184	0.201160	0.306572	0.434026	0.554298	0.617170	0.634952	0.623363	0.586369	0.533737	0.486861	0.443887	0.395009	0.328365	0.294373	0.291069	0.286602	0.277371	0.250939	0.189912	0.131758	0.124428	0.153351	0.243012	
0.075531	0.082853	0.085841	0.086155	0.082906	0.077173	0.070686	0.064543	0.057396	0.050216	0.044393	0.039593	0.036422	0.034162	0.033494	0.033536	0.033693	0.034491	0.038750	0.048814	0.062592	0.072894	0.076798	0.080504	0.088594	0.105885	0.134964	0.174926	0.251178	0.295624	0.363961	
0.060477	0.049883	0.044968	0.044721	0.046205	0.052501	0.067486	0.090300	0.128069	0.163063	0.177284	0.173555	0.161357	0.149739	0.143952	0.139665	0.136372	0.135072	0.137650	0.148364	0.159581	0.162579	0.162681	0.163716	0.174081	0.198243	0.237123	0.288397	0.380230	0.430438	0.505453	
0.509270	0.523396	0.542880	0.558001	0.568738	0.580669	0.598425	0.617555	0.640132	0.660886	0.682670	0.702930	0.715669	0.722843	0.728007	0.731400	0.733156	0.735509	0.744360	0.758523	0.770064	0.777951	0.783756	0.791603	0.804842	0.819868	0.835523	0.845491	0.855440	0.854956	0.858318	
0.353691	0.349833	0.350855	0.349546	0.343381	0.328703	0.303732	0.279652	0.253218	0.231555	0.218029	0.212271	0.213680	0.218411	0.233095	0.267556	0.329475	0.431573	0.558746	0.674390	0.751766	0.791025	0.809629	0.823840	0.837018	0.846447	0.853813	0.853913	0.854656	0.850870	0.850503	
0.107993	0.112928	0.114559	0.115052	0.115720	0.117546	0.121912	0.127020	0.134438	0.142729	0.152791	0.163582	0.171835	0.171497	0.166503	0.151324	0.131383	0.110868	0.093429	0.078536	0.063647	0.055778	0.052855	0.051465	0.050824	0.049068	0.039069	0.031860	0.031224	0.043728	0.082161	
0.078744	0.078618	0.079911	0.081004	0.080292	0.075865	0.066916	0.057739	0.048830	0.042181	0.038829	0.036922	0.036808	0.038246	0.041809	0.049198	0.066583	0.103822	0.169451	0.260853	0.374515	0.501584	0.611461	0.699483	0.761184	0.800554	0.827253	0.837276	0.840895	0.838859	0.837119	
0.350327	0.349377	0.351031	0.353107	0.356042	0.364853	0.382945	0.403266	0.428027	0.454661	0.485197	0.516788	0.539424	0.553528	0.563069	0.570176	0.572245	0.574583	0.585542	0.606707	0.624521	0.633407	0.636776	0.643819	0.661571	0.690972	0.728453	0.763277	0.801714	0.810206	0.821638	
0.325281	0.366785	0.414693	0.468071	0.507735	0.516902	0.490782	0.455060	0.406820	0.364776	0.329864	0.293946	0.265915	0.245594	0.228092	0.210015	0.197355	0.191631	0.187888	0.184931	0.184425	0.185615	0.186300	0.187212	0.190901	0.206258	0.236678	0.283662	0.384704	0.454212	0.564287	
0.153113	0.144698	0.139556	0.137929	0.139595	0.146664	0.161799	0.179239	0.204523	0.236319	0.280628	0.343059	0.418223	0.498650	0.568999	0.623966	0.657380	0.672971	0.676862	0.679411	0.679718	0.679703	0.680075	0.684483	0.701365	0.727381	0.759292	0.786833	0.818045	0.820471	0.826341	
0.029380	0.029073	0.028905	0.028926	0.029005	0.029554	0.030239	0.030727	0.031217	0.031441	0.031540	0.031771	0.031878	0.032145	0.032654	0.033614	0.034866	0.038130	0.041646	0.045002	0.046707	0.046913	0.046514	0.047149	0.050539	0.060603	0.078356	0.105306	0.163420	0.200422	0.257141	
