0.142324	0.137689	0.132297	0.134448	0.141016	0.157514	0.189962	0.235713	0.311427	0.399160	0.472843	0.507685	0.494353	0.453942	0.400345	0.335632	0.274536	0.226847	0.189804	0.154344	0.116209	0.097267	0.092191	0.088065	0.083336	0.074921	0.052905	0.035898	0.041461	0.051717	0.099593	
0.505492	0.513348	0.523281	0.534688	0.545761	0.559224	0.572924	0.583041	0.584447	0.580410	0.573499	0.571779	0.573308	0.580084	0.596961	0.632578	0.679793	0.725098	0.753506	0.765362	0.769621	0.772386	0.774248	0.782469	0.794707	0.810747	0.827792	0.839892	0.853559	0.854689	0.862511	
0.154628	0.144114	0.135615	0.133613	0.136838	0.146609	0.165612	0.187049	0.208517	0.215197	0.209385	0.194147	0.177529	0.161980	0.150764	0.141536	0.132796	0.123316	0.117506	0.115120	0.114354	0.112120	0.109797	0.110032	0.118730	0.139383	0.172821	0.219212	0.304566	0.355677	0.435388	
0.422455	0.411398	0.402226	0.404292	0.415432	0.441516	0.491748	0.556503	0.646575	0.725925	0.771935	0.791520	0.792485	0.789767	0.782076	0.768802	0.750765	0.732193	0.713104	0.684705	0.638692	0.616819	0.616449	0.614831	0.609104	0.580660	0.502263	0.428466	0.417844	0.487879	0.624089	
0.046835	0.047819	0.051983	0.054985	0.056216	0.055222	0.050729	0.045329	0.039101	0.034550	0.031058	0.028926	0.028075	0.028116	0.029186	0.031203	0.033533	0.037473	0.046590	0.065588	0.098268	0.137858	0.168796	0.188372	0.202564	0.221810	0.253422	0.300856	0.402676	0.473581	0.585254	
0.332181	0.348639	0.358608	0.365456	0.366142	0.360286	0.345569	0.327893	0.304059	0.282246	0.264082	0.248073	0.240390	0.238705	0.239119	0.247495	0.270731	0.312517	0.365555	0.414498	0.449577	0.464905	0.468401	0.474910	0.494177	0.530277	0.580832	0.639880	0.719435	0.742926	0.782812	
0.348484	0.352748	0.352393	0.356028	0.365037	0.381711	0.408988	0.437583	0.462777	0.469224	0.461421	0.441083	0.417294	0.391501	0.367315	0.344569	0.322113	0.298286	0.276470	0.258658	0.241797	0.230994	0.226560	0.226120	0.233169	0.242077	0.234199	0.213714	0.218841	0.274830	0.396262	
0.425798	0.436214	0.445577	0.452516	0.458973	0.469921	0.485994	0.501763	0.517125	0.529520	0.541616	0.549075	0.549516	0.546757	0.544561	0.543048	0.539591	0.538613	0.542068	0.556175	0.569762	0.575515	0.576412	0.581263	0.600563	0.634806	0.680554	0.728061	0.784878	0.799402	0.824640	
0.101636	0.100188	0.098980	0.098596	0.099442	0.102716	0.108413	0.114537	0.121781	0.128612	0.135334	0.138892	0.139608	0.133894	0.125613	0.116411	0.106508	0.094945	0.085244	0.079304	0.076270	0.072662	0.070760	0.070827	0.077021	0.091962	0.117459	0.153732	0.225749	0.270675	0.340947	
0.073008	0.062041	0.055464	0.055311	0.058071	0.066997	0.087940	0.122567	0.193984	0.298044	0.426552	0.549720	0.615561	0.633069	0.620084	0.581905	0.528541	0.481375	0.438930	0.389030	0.322409	0.288089	0.285008	0.280891	0.271623	0.245069	0.185076	0.127278	0.118906	0.147488	0.237729	
0.077388	0.082851	0.085843	0.085756	0.082833	0.076931	0.070424	0.064573	0.057529	0.050588	0.045155	0.040404	0.037497	0.035213	0.034543	0.034475	0.034737	0.036044	0.039985	0.049410	0.062539	0.072316	0.075881	0.080705	0.087962	0.105240	0.133041	0.172902	0.249026	0.295410	0.369368	
0.058589	0.050237	0.045440	0.044864	0.046481	0.053017	0.067073	0.088704	0.125495	0.159845	0.174134	0.170638	0.158977	0.147725	0.141805	0.137436	0.134313	0.133077	0.135603	0.145360	0.156199	0.159096	0.159166	0.160461	0.170728	0.194706	0.232632	0.283270	0.376343	0.429225	0.510657	
0.505302	0.519639	0.535229	0.549412	0.560301	0.574661	0.594629	0.615333	0.638443	0.659981	0.682439	0.702456	0.714710	0.721680	0.725883	0.729580	0.731013	0.733491	0.741912	0.754597	0.766074	0.773355	0.778736	0.787953	0.800635	0.815961	0.830836	0.842868	0.852642	0.854074	0.858945	
0.348833	0.348547	0.348809	0.348472	0.342668	0.328492	0.303896	0.280005	0.253535	0.231607	0.218082	0.212270	0.213857	0.218644	0.233561	0.268015	0.331119	0.433563	0.562066	0.677837	0.756216	0.795084	0.813683	0.829350	0.841937	0.851504	0.859219	0.860242	0.860448	0.860930	0.862370	
0.108015	0.110977	0.112393	0.112638	0.113445	0.115462	0.119800	0.124935	0.132439	0.140822	0.150777	0.161133	0.169336	0.168825	0.163980	0.148645	0.129173	0.108994	0.092001	0.077340	0.062794	0.054872	0.052338	0.051020	0.050412	0.048537	0.038708	0.031449	0.030690	0.042652	0.080753	
0.078710	0.078497	0.080253	0.081357	0.080491	0.075758	0.066729	0.057641	0.048712	0.042308	0.039172	0.037172	0.037144	0.038640	0.042342	0.049814	0.066499	0.103419	0.168750	0.258750	0.372379	0.498711	0.609706	0.699735	0.760767	0.800106	0.826447	0.839206	0.847962	0.850766	0.855470	
0.346283	0.347420	0.347202	0.349256	0.352169	0.362157	0.381529	0.402793	0.428326	0.455025	0.485844	0.517501	0.539902	0.553259	0.562347	0.568677	0.570655	0.573461	0.584004	0.603234	0.620996	0.629795	0.632698	0.639663	0.657238	0.687756	0.725127	0.762446	0.802144	0.812752	0.829892	
0.329356	0.367800	0.413437	0.466995	0.507624	0.517668	0.490597	0.453422	0.405208	0.362550	0.327546	0.290803	0.263194	0.242909	0.225177	0.207325	0.195004	0.189181	0.185831	0.182733	0.182387	0.183365	0.183964	0.185191	0.188766	0.204008	0.233835	0.279436	0.380276	0.450783	0.565490	
