0.32534,0.64233,0.96151,1.1769,1.3127,1.2745,1.1614,1.1264,1.0807,1.0513,1.0149,1.0031,0.98166,0.97535,0.95705,0.95382,0.94891,0.94554,0.9424,0.94116,0.9396,0.94577,0.95112,0.95481,0.9586,0.96099,0.96259,0.96224,0.96132,0.95788,0.95309
0.32377,0.64665,0.97171,1.1893,1.3252,1.287,1.1737,1.1375,1.09,1.0592,1.0213,1.0084,0.98593,0.97913,0.9603,0.95666,0.95124,0.94781,0.94467,0.94329,0.94163,0.94807,0.95349,0.95717,0.96088,0.96331,0.96498,0.96471,0.96375,0.96033,0.95551
0.31772,0.64037,0.96538,1.1842,1.322,1.2843,1.1716,1.1354,1.0877,1.0565,1.0183,1.0053,0.98273,0.97579,0.95688,0.9531,0.94754,0.9441,0.941,0.93971,0.93814,0.94462,0.95006,0.95373,0.95745,0.95991,0.96164,0.96131,0.96037,0.95699,0.95229
0.32497,0.64527,0.96814,1.1901,1.3328,1.2938,1.1771,1.1397,1.0909,1.0595,1.0211,1.008,0.98535,0.9784,0.95944,0.95562,0.94999,0.94636,0.94299,0.94168,0.94007,0.9463,0.95161,0.95525,0.95898,0.96144,0.96315,0.96269,0.96173,0.95856,0.9541
0.3255,0.64358,0.96378,1.1789,1.3139,1.2766,1.1654,1.1307,1.0849,1.0553,1.0187,1.0066,0.98489,0.97852,0.96012,0.95683,0.95183,0.94846,0.94531,0.94404,0.94246,0.94892,0.95434,0.958,0.96168,0.96408,0.9657,0.96557,0.96471,0.96123,0.95628
0.32689,0.64663,0.96822,1.1808,1.3123,1.2774,1.1718,1.1372,1.0907,1.0599,1.0222,1.0094,0.98705,0.98007,0.96105,0.95745,0.9521,0.94865,0.94547,0.9442,0.94266,0.94943,0.95497,0.95868,0.96242,0.96501,0.96693,0.96642,0.96527,0.96185,0.95697
0.32151,0.64233,0.96508,1.178,1.3098,1.2757,1.1715,1.1366,1.0897,1.0586,1.0206,1.008,0.98571,0.97861,0.9595,0.95596,0.9507,0.94714,0.9438,0.94256,0.94105,0.94799,0.9537,0.9575,0.96129,0.96377,0.96547,0.96485,0.96369,0.96033,0.95558
0.32225,0.64338,0.96698,1.1874,1.3279,1.29,1.1761,1.1396,1.0915,1.0601,1.0216,1.0085,0.98575,0.97871,0.95965,0.95586,0.9503,0.9468,0.9436,0.94235,0.9408,0.94719,0.95254,0.95617,0.95986,0.96238,0.96418,0.96366,0.96259,0.95931,0.95469
0.32406,0.63959,0.95735,1.1724,1.3086,1.2716,1.1608,1.1267,1.0819,1.0529,1.0169,1.0052,0.9838,0.9776,0.95937,0.95611,0.95114,0.94779,0.94467,0.94338,0.94182,0.94848,0.95403,0.95776,0.96148,0.96387,0.96546,0.96532,0.96449,0.96104,0.95612
0.32443,0.64393,0.96546,1.1798,1.3135,1.2771,1.1681,1.1337,1.0881,1.0583,1.0214,1.009,0.98696,0.98056,0.96208,0.95867,0.95349,0.95019,0.94715,0.94587,0.94432,0.95108,0.95657,0.96024,0.96389,0.96639,0.96817,0.96782,0.96678,0.96334,0.95838
0.31976,0.64049,0.96335,1.1787,1.3132,1.2775,1.1694,1.1348,1.0887,1.0583,1.0209,1.0084,0.9863,0.97959,0.96083,0.95735,0.95214,0.94872,0.94553,0.94415,0.94252,0.94941,0.95501,0.95873,0.96246,0.96505,0.96697,0.96644,0.96528,0.96181,0.95687
0.32103,0.63999,0.96149,1.1816,1.3226,1.2842,1.1694,1.1335,1.0868,1.0562,1.0187,1.0061,0.98389,0.97714,0.95839,0.95486,0.94961,0.9463,0.9433,0.94192,0.94025,0.94664,0.95204,0.95571,0.95946,0.96197,0.96376,0.96343,0.96255,0.95928,0.95466
