0.70269,0.46363,0.53483,0.54299,0.27138,0.63537,0.37082,0.39448,0.40348,0.18006,2.2075,3.1801,2.7569,2.4685,2.1788
0.88392,2.3606,1.2373,0.97639,2.5573,0.85038,1.5274,1.0303,0.82896,1.6653,2.908,12.447,4.398,3.4185,11.736
0.88002,1.0408,0.86478,0.76764,1.2804,0.8232,0.82178,0.66466,0.58456,1.0738,4.3,11.512,3.5079,2.987,8.4715
1.2399,5.6943,1.4246,1.1274,2.7417,0.91714,4.8586,1.2072,0.94467,2.2322,5.1908,16.017,7.6767,7.347,8.1287
0.83319,1.7069,0.99679,0.98833,1.4393,0.64286,1.3958,0.84761,0.78506,1.2344,4.4049,7.1646,3.9686,3.4886,6.157
0.74625,0.55733,0.70857,0.69586,0.15833,0.62941,0.53095,0.53211,0.52479,0.082177,3.3134,1.7208,3.8513,3.5647,1.31
0.92916,1.1799,1.1383,1.0953,1.1965,0.70631,0.84427,0.96936,0.91357,0.91525,4.9006,10.418,3.6438,3.3654,4.8312
1.3237,2.4487,1.281,1.3938,1.72,0.86122,1.9844,1.0071,1.0708,1.4911,9.8403,10.579,5.5501,6.6505,7.0851
0.73828,0.93446,0.8634,0.86333,0.99166,0.68338,0.74331,0.61667,0.6344,0.83055,2.6639,4.7726,4.3869,4.2985,3.662
0.71679,1.2378,1.2847,1.2929,1.4028,0.68427,1.0204,1.0651,1.0681,1.0308,2.3982,5.2613,5.0019,5.3122,7.4581
0.7466,0.66234,0.72417,0.72596,0.22322,0.64319,0.50326,0.4985,0.49084,0.14193,2.7639,4.6614,4.1353,4.1709,1.9179
1.0607,1.7893,1.9468,1.9382,2.4013,0.83983,1.5491,1.6821,1.6676,2.0804,6.0769,10.842,10.519,10.527,7.1784
0.79433,2.9346,1.7959,1.4295,1.8393,0.68247,2.2082,1.4369,1.1456,1.55,3.1696,9.6995,7.1745,6.1621,5.7098
0.9177,2.5082,1.1991,0.9805,1.451,0.79704,1.9249,1.0617,0.89885,1.2506,3.7124,9.4752,4.1456,3.3769,5.3076
0.96196,3.2077,2.0199,1.5746,1.5269,0.82456,2.566,1.5216,1.2031,1.3505,3.9202,10.121,6.5121,5.0155,4.7103
0.94997,0.64655,0.76667,0.76802,0.25164,0.70007,0.45358,0.54651,0.5912,0.12895,7.8386,4.4129,5.3553,4.7933,3.7403
