69.21,60.58,52.61,51.52,47.79,38.97,30.25,23.46
80.85,80.11,76.62,77.27,74.7,68.51,59.51,50.97
86.44,91.46,93.83,96.52,96.51,97.46,94.32,88.48
88.56,95.17,99.5,103.23,104.69,109.89,113.37,113.24
88.87,95.02,99.38,102.99,104.48,110,114.9,116.59
87.59,91.72,94.76,97.86,98.9,103.26,107.59,109.53
86.66,89.24,90.92,93.66,94.18,97.1,100.19,101.35
86.39,87.95,89.11,91.59,91.88,94.02,96.35,96.98
86.4,87.67,88.42,90.88,90.99,92.77,94.8,95.16
86.36,86.93,87.27,89.58,89.52,90.77,92.24,92.12
86.4,86.74,86.84,89.17,88.99,89.9,90.96,90.35
86.49,86.61,86.32,88.62,88.32,88.84,89.38,88.23
86.39,86.29,85.8,88.1,87.72,87.85,87.95,86.33
86.39,86.2,85.55,87.84,87.41,87.28,86.93,84.98
86.31,86.09,85.23,87.66,87.16,86.8,86.23,83.87
86.27,86.06,84.98,87.59,86.99,86.45,85.49,82.66
86.25,86.04,84.79,87.62,86.93,86.3,84.9,81.6
86.12,85.9,84.53,87.61,86.9,86.2,84.9,81.63
85.91,85.73,84.26,87.61,86.89,86.14,84.85,81.59
85.93,85.79,84.17,87.79,87.04,86.24,84.93,81.58
85.88,85.7,83.98,87.86,87.07,86.21,84.6,81.05
85.85,85.67,83.88,87.95,87.17,86.33,84.8,81.3
85.87,85.73,83.93,88.15,87.42,86.75,85.8,82.87
85.93,85.81,84.03,88.31,87.67,87.21,86.78,84.51
86.14,86.03,84.29,88.5,87.88,87.53,87.33,85.48
86.56,86.47,84.75,88.76,88.16,87.83,87.58,85.8
87.01,86.92,85.29,88.96,88.37,88,87.65,85.9
87.32,87.18,85.76,89,88.41,87.98,87.49,85.65
87.97,87.79,86.44,89.15,88.57,88.05,87.38,85.44
88.14,87.83,86.63,88.88,88.29,87.77,86.99,84.93
88.67,88.19,87.11,88.8,88.28,87.55,86.6,84.56
