0.072269,0.059563,0.052997,0.051153,0.052744,0.060558,0.078006,0.1026,0.14035,0.17432,0.19042,0.18939,0.17832,0.16555,0.15559,0.14908,0.1458,0.14526,0.14866,0.15735,0.16874,0.1735,0.17253,0.1739,0.18255,0.20716,0.24874,0.29734,0.37245,0.40776,0.45294
0.088328,0.093766,0.096436,0.096236,0.092367,0.08715,0.078877,0.071147,0.062493,0.055045,0.048934,0.04323,0.039753,0.037779,0.036654,0.036001,0.03618,0.037212,0.042382,0.052866,0.06591,0.075896,0.080464,0.084344,0.092944,0.11239,0.14563,0.18819,0.26279,0.30499,0.36062
0.088721,0.074185,0.066443,0.063912,0.066719,0.076496,0.10215,0.14478,0.22925,0.33908,0.44313,0.51946,0.55254,0.55815,0.54602,0.52207,0.49059,0.45949,0.42587,0.38307,0.33202,0.30322,0.29637,0.29035,0.27925,0.2501,0.19387,0.14351,0.11917,0.16409,0.25264
0.10827,0.10694,0.10552,0.10503,0.10577,0.10908,0.11558,0.12298,0.13224,0.14087,0.14785,0.15178,0.15084,0.14543,0.13747,0.12767,0.1167,0.10374,0.092661,0.08556,0.080898,0.07734,0.074841,0.074886,0.081534,0.099242,0.12941,0.16892,0.23979,0.28178,0.33948
0.4528,0.45235,0.45147,0.45129,0.45297,0.4551,0.46232,0.47072,0.47882,0.48489,0.49,0.49358,0.49404,0.49197,0.49026,0.48948,0.48735,0.48622,0.48901,0.49525,0.50193,0.504,0.50327,0.5042,0.51052,0.52525,0.54542,0.56571,0.5837,0.58763,0.59469
0.37795,0.37635,0.37455,0.37634,0.38277,0.39294,0.41137,0.43111,0.44823,0.45222,0.44186,0.42628,0.40822,0.38775,0.3679,0.34809,0.3278,0.30606,0.2857,0.26754,0.24901,0.23954,0.23768,0.23774,0.2417,0.24389,0.23533,0.22875,0.24597,0.30029,0.39079
0.357,0.36613,0.37236,0.37575,0.37443,0.36756,0.3536,0.33744,0.31442,0.29231,0.27508,0.26101,0.25274,0.24946,0.25185,0.26271,0.28437,0.3243,0.36944,0.40545,0.42822,0.43627,0.43722,0.43942,0.44824,0.468,0.49751,0.52824,0.56142,0.56878,0.57676
0.045625,0.050427,0.054621,0.058468,0.059532,0.058977,0.054063,0.048933,0.042732,0.037199,0.033317,0.030748,0.030628,0.031112,0.0317,0.033356,0.036406,0.040217,0.049716,0.071339,0.10837,0.15176,0.18204,0.20162,0.21677,0.23754,0.27033,0.31278,0.38739,0.42901,0.48371
0.44521,0.42906,0.4187,0.41661,0.42464,0.44133,0.4746,0.51293,0.55751,0.59013,0.60517,0.6124,0.61446,0.61238,0.6079,0.60281,0.59565,0.58827,0.5794,0.56417,0.54192,0.5301,0.52782,0.5249,0.51888,0.50074,0.46167,0.42521,0.40556,0.45026,0.53126
0.17555,0.16392,0.15558,0.15194,0.15425,0.16416,0.18484,0.20701,0.2288,0.23672,0.22832,0.21201,0.19489,0.17865,0.16538,0.15487,0.14644,0.13752,0.12998,0.12622,0.12556,0.12336,0.12019,0.12051,0.12901,0.15252,0.19219,0.24048,0.31898,0.36143,0.41698
0.5078,0.50131,0.49761,0.49636,0.49742,0.49848,0.50464,0.51006,0.51094,0.50608,0.5007,0.49881,0.50094,0.50471,0.51385,0.5306,0.55002,0.56778,0.579,0.58237,0.58237,0.58015,0.57889,0.57897,0.58042,0.58527,0.59202,0.59788,0.59851,0.60115,0.60329
0.15056,0.1431,0.13794,0.13858,0.14836,0.16727,0.20389,0.25172,0.32345,0.39727,0.44963,0.4719,0.46093,0.43117,0.39048,0.34051,0.28591,0.23733,0.1956,0.15793,0.12134,0.10094,0.094414,0.090122,0.086249,0.076576,0.054677,0.037726,0.035694,0.059441,0.11162
0.50998,0.50907,0.50809,0.50808,0.51034,0.51266,0.52035,0.52949,0.53886,0.54723,0.556,0.56422,0.56946,0.57174,0.57373,0.57645,0.57684,0.5776,0.581,0.58564,0.58924,0.58983,0.58902,0.58878,0.59094,0.59655,0.60252,0.60832,0.60815,0.60829,0.61214
0.37287,0.36753,0.36361,0.35742,0.34695,0.33252,0.31279,0.29129,0.26491,0.24279,0.22907,0.22164,0.22211,0.22916,0.24593,0.27939,0.33164,0.4107,0.49043,0.54709,0.57798,0.58844,0.59065,0.59138,0.59223,0.59394,0.59592,0.59695,0.59368,0.59424,0.59129
0.1173,0.1211,0.12187,0.12175,0.12277,0.12466,0.1288,0.13414,0.14155,0.15128,0.16266,0.17339,0.17926,0.18004,0.17425,0.16083,0.14097,0.11853,0.099303,0.083318,0.067627,0.059307,0.057075,0.055532,0.055188,0.051704,0.041602,0.034163,0.036695,0.054629,0.088747
0.081051,0.080963,0.081601,0.082248,0.080927,0.077826,0.068439,0.059236,0.049742,0.043359,0.039767,0.037409,0.037103,0.038981,0.042625,0.051305,0.068928,0.11195,0.18155,0.27261,0.37596,0.46988,0.52681,0.55997,0.57848,0.59032,0.59804,0.60286,0.60003,0.59421,0.58873
0.37237,0.36668,0.36248,0.3605,0.36215,0.36665,0.37905,0.39353,0.41142,0.42943,0.44787,0.4655,0.4779,0.48526,0.49008,0.49383,0.49486,0.49608,0.50135,0.50955,0.51728,0.52023,0.51997,0.52087,0.52641,0.5387,0.55442,0.57002,0.58225,0.58405,0.58909
0.35451,0.39395,0.42733,0.459,0.4814,0.48705,0.46801,0.4436,0.40663,0.37042,0.33845,0.30576,0.2791,0.25759,0.23861,0.22144,0.20748,0.20004,0.19666,0.19414,0.19203,0.19109,0.19039,0.19083,0.19572,0.21294,0.24659,0.29271,0.37211,0.41751,0.48233
0.16914,0.15908,0.15274,0.14988,0.15149,0.15772,0.17299,0.19024,0.21474,0.24639,0.2907,0.34707,0.4049,0.45768,0.49933,0.53058,0.54909,0.55377,0.55523,0.55437,0.55212,0.54955,0.54795,0.54836,0.55371,0.56422,0.57614,0.58803,0.59572,0.59402,0.5942
0.028708,0.027784,0.027452,0.02784,0.027952,0.029162,0.029956,0.030932,0.032223,0.032929,0.032802,0.032504,0.033207,0.034106,0.034408,0.035019,0.037326,0.041318,0.046261,0.049903,0.050949,0.050486,0.049551,0.04977,0.054222,0.066117,0.087039,0.11623,0.17458,0.214,0.2679
0.40976,0.40359,0.39827,0.3937,0.39184,0.39199,0.39878,0.40765,0.4192,0.43256,0.44933,0.46811,0.48515,0.4995,0.51122,0.52097,0.52599,0.52951,0.53638,0.54535,0.55333,0.55738,0.55838,0.55913,0.56222,0.56911,0.57754,0.58679,0.59334,0.59522,0.59999
