0.147129	0.136560	0.149318	0.194649	0.344080	0.497589	0.501509	0.397123	0.261928	0.191455	0.113365	0.095593	0.089509	0.057376	0.047915	0.122267	
0.496870	0.530098	0.568734	0.581546	0.595026	0.571922	0.580893	0.609332	0.692262	0.750438	0.776441	0.776143	0.799746	0.834175	0.857085	0.862482	
0.158669	0.140922	0.147809	0.173888	0.222252	0.211389	0.181260	0.156261	0.135385	0.122242	0.121128	0.114589	0.127074	0.187397	0.310839	0.461003	
0.411120	0.399880	0.430388	0.500522	0.686477	0.787212	0.808088	0.792620	0.746668	0.712614	0.636192	0.621321	0.614110	0.495054	0.443543	0.664260	
0.057015	0.062867	0.068161	0.058768	0.045447	0.038268	0.036375	0.037865	0.041581	0.053576	0.114452	0.178082	0.210927	0.267051	0.406693	0.612923	
0.325439	0.358670	0.378069	0.345953	0.297952	0.256516	0.240910	0.243302	0.283900	0.371210	0.461954	0.469676	0.498753	0.591608	0.715460	0.791267	
0.345817	0.354504	0.381812	0.421006	0.481798	0.462870	0.422026	0.371650	0.319019	0.279329	0.244472	0.230928	0.240685	0.236215	0.240710	0.442351	
0.421814	0.455134	0.482486	0.497810	0.532553	0.547900	0.558502	0.551106	0.536698	0.540572	0.578937	0.577012	0.605919	0.687814	0.781954	0.826438	
0.109859	0.106913	0.109045	0.115595	0.130382	0.141116	0.144216	0.128685	0.106432	0.088298	0.079047	0.073367	0.081728	0.126627	0.228312	0.361807	
0.081745	0.062377	0.067039	0.093786	0.228358	0.486632	0.658260	0.635135	0.516993	0.439808	0.313061	0.289092	0.274941	0.179237	0.130204	0.273538	
0.086494	0.093351	0.090579	0.076155	0.061968	0.049201	0.042439	0.041159	0.040869	0.045722	0.070506	0.080641	0.093804	0.144338	0.255929	0.394779	
0.069004	0.052736	0.056819	0.074631	0.143297	0.178911	0.161040	0.145339	0.136079	0.139784	0.162708	0.162367	0.176268	0.243514	0.378877	0.530452	
0.492604	0.544750	0.581780	0.602906	0.653367	0.688716	0.724496	0.734430	0.729046	0.739275	0.776240	0.782456	0.807577	0.837434	0.858209	0.860879	
0.344072	0.348905	0.352298	0.306047	0.252473	0.218991	0.220322	0.246214	0.359502	0.569282	0.779244	0.819551	0.847956	0.863654	0.868489	0.864719	
0.115917	0.119499	0.122041	0.125530	0.140288	0.157233	0.175827	0.167967	0.128362	0.097516	0.067130	0.058895	0.059183	0.047721	0.043684	0.102255	
0.087597	0.087473	0.090761	0.071818	0.052864	0.043757	0.043611	0.048954	0.079201	0.175650	0.417098	0.637490	0.782863	0.842071	0.863886	0.866125	
0.340984	0.351173	0.369055	0.390716	0.444540	0.498642	0.552857	0.572862	0.570656	0.583629	0.631670	0.634986	0.664650	0.734145	0.806912	0.835410	
0.328243	0.431094	0.540894	0.506322	0.406819	0.324985	0.268251	0.230974	0.199126	0.192260	0.190067	0.191772	0.197090	0.247879	0.390697	0.597630	
0.158503	0.148046	0.155835	0.172901	0.223299	0.306599	0.450943	0.601185	0.669065	0.680690	0.688780	0.682300	0.709395	0.769985	0.828848	0.850825	
0.043675	0.039924	0.039658	0.038661	0.039149	0.038982	0.039593	0.040080	0.042658	0.048911	0.053513	0.051689	0.057247	0.086434	0.166328	0.277014	
0.369941	0.383157	0.395776	0.400357	0.439369	0.482872	0.549916	0.600641	0.615316	0.636514	0.692201	0.708690	0.729775	0.771631	0.824988	0.844068	
0.187479	0.177035	0.194757	0.248746	0.398849	0.501901	0.476179	0.395061	0.291534	0.228538	0.150643	0.132812	0.126669	0.081847	0.066917	0.178075	
0.449106	0.488361	0.510689	0.513796	0.546020	0.573959	0.615539	0.647258	0.658420	0.693748	0.773267	0.794414	0.822250	0.846099	0.860685	0.860902	
0.520380	0.604110	0.657127	0.673797	0.695847	0.667594	0.638431	0.605036	0.566699	0.540716	0.536533	0.523293	0.549352	0.637550	0.751149	0.810177	
0.050105	0.049359	0.049033	0.044014	0.037561	0.033383	0.032595	0.033253	0.035687	0.046179	0.063105	0.064304	0.071884	0.110218	0.202817	0.327934	
0.040467	0.035338	0.035667	0.034380	0.036215	0.041091	0.054502	0.078983	0.104173	0.124021	0.136786	0.132062	0.145052	0.207451	0.330335	0.475292	
0.394182	0.519143	0.636269	0.669400	0.699912	0.669284	0.609765	0.507243	0.379665	0.302798	0.215233	0.188964	0.182074	0.134853	0.126673	0.278746	
0.089812	0.078197	0.077866	0.070035	0.061732	0.058227	0.063042	0.078022	0.141224	0.234037	0.276274	0.267739	0.287750	0.370579	0.518441	0.658974	
0.133288	0.120462	0.121977	0.113796	0.105012	0.099383	0.109019	0.133733	0.241704	0.449842	0.636188	0.652507	0.681232	0.753524	0.822357	0.851568	
0.260512	0.263061	0.277485	0.287763	0.312065	0.328333	0.351154	0.369815	0.416220	0.500139	0.568804	0.568738	0.596852	0.682962	0.779768	0.827297	
0.071112	0.070811	0.071039	0.072562	0.078443	0.088918	0.091041	0.078395	0.060288	0.049716	0.041751	0.040728	0.045074	0.042715	0.042072	0.099330	
0.215565	0.263548	0.279910	0.228945	0.165062	0.120563	0.095143	0.089230	0.089932	0.124758	0.238643	0.303541	0.326491	0.390344	0.551479	0.733218	
0.143045	0.140003	0.139803	0.136261	0.140471	0.140940	0.142230	0.139294	0.130843	0.126782	0.135149	0.131006	0.143746	0.205752	0.329734	0.479157	
0.215912	0.215665	0.227776	0.233684	0.247877	0.253958	0.267423	0.283690	0.336754	0.454840	0.593766	0.617101	0.648693	0.725855	0.803720	0.838649	
0.329740	0.313236	0.339662	0.396862	0.543745	0.595678	0.573668	0.550439	0.519538	0.521298	0.527722	0.514030	0.539709	0.629594	0.741357	0.804118	
0.124420	0.131096	0.136796	0.124856	0.103613	0.085583	0.078834	0.080272	0.102168	0.159966	0.225852	0.231445	0.251265	0.330925	0.480276	0.630017	
0.152690	0.203802	0.263144	0.322619	0.424718	0.409156	0.324207	0.223141	0.129575	0.085539	0.051245	0.044126	0.043491	0.035603	0.034633	0.068324	
0.091954	0.091949	0.094673	0.090043	0.081557	0.071333	0.066866	0.067248	0.078755	0.104660	0.125564	0.122108	0.135272	0.195391	0.317716	0.461827	
0.160581	0.153028	0.159781	0.174478	0.214094	0.264840	0.322618	0.355939	0.364962	0.389027	0.460727	0.471640	0.500229	0.592447	0.722520	0.798896	
0.155997	0.189909	0.200477	0.148785	0.096961	0.069538	0.060973	0.062229	0.084530	0.174800	0.446387	0.689095	0.804565	0.846916	0.863072	0.863922	
0.069601	0.052838	0.058603	0.079730	0.200018	0.459625	0.677297	0.738668	0.711109	0.680398	0.584574	0.567341	0.557998	0.419352	0.328825	0.523850	
0.267472	0.249583	0.267470	0.315836	0.426256	0.447034	0.414971	0.376529	0.339271	0.311621	0.303145	0.289916	0.308795	0.393832	0.550503	0.688800	
0.134515	0.107067	0.118395	0.160320	0.335060	0.615722	0.734863	0.735731	0.711733	0.701657	0.710634	0.704252	0.728578	0.782696	0.833044	0.850567	
0.292315	0.348251	0.383887	0.385723	0.368957	0.320975	0.277140	0.229175	0.182123	0.147979	0.116924	0.106438	0.110549	0.099579	0.097275	0.233543	
0.088918	0.077936	0.082369	0.109283	0.185684	0.219020	0.192684	0.149779	0.106594	0.079900	0.056732	0.050368	0.051281	0.043768	0.041088	0.092221	
0.337692	0.336763	0.358162	0.393768	0.482013	0.566077	0.643487	0.667256	0.644172	0.616777	0.606439	0.591927	0.617631	0.697634	0.789041	0.831382	
0.324226	0.372625	0.413567	0.355218	0.254826	0.194758	0.158279	0.156188	0.156496	0.258814	0.518219	0.624986	0.658886	0.718616	0.805378	0.847234	
0.196089	0.167775	0.181505	0.230039	0.382192	0.486911	0.478351	0.458713	0.444337	0.456114	0.508987	0.511857	0.537910	0.627410	0.746179	0.810395	
0.219574	0.221579	0.232238	0.228134	0.220897	0.206596	0.205103	0.215087	0.266627	0.394233	0.623589	0.708294	0.752087	0.802077	0.840631	0.855820	
0.137680	0.137170	0.141736	0.145475	0.150871	0.149298	0.148863	0.144961	0.147688	0.152158	0.152062	0.143613	0.158237	0.225056	0.353379	0.504491	
0.461840	0.503159	0.527753	0.525974	0.543843	0.548512	0.560382	0.558633	0.543812	0.540739	0.566770	0.561391	0.589523	0.676150	0.775615	0.826239	
0.090963	0.071079	0.077002	0.108141	0.248601	0.440439	0.471471	0.406600	0.343130	0.301545	0.266007	0.262256	0.262889	0.246198	0.237236	0.417550	
0.213008	0.211505	0.214084	0.211002	0.220086	0.223709	0.229429	0.228412	0.219172	0.216656	0.234265	0.229717	0.248417	0.330530	0.480942	0.634847	
0.236395	0.253168	0.262095	0.253925	0.233850	0.193194	0.161605	0.142149	0.127772	0.122810	0.131790	0.127679	0.141587	0.204840	0.329577	0.479256	
0.050151	0.047317	0.048233	0.046318	0.045118	0.041625	0.040785	0.042225	0.049154	0.072270	0.102284	0.103797	0.116433	0.173227	0.288335	0.427237	
0.335077	0.364441	0.380189	0.372727	0.361135	0.334213	0.311234	0.294749	0.283419	0.291798	0.334104	0.334643	0.359095	0.450365	0.603701	0.726125	
0.130069	0.133936	0.138602	0.133446	0.122222	0.107718	0.100794	0.098889	0.109492	0.129597	0.142825	0.137474	0.151631	0.217698	0.347710	0.501674	
0.213211	0.194029	0.202340	0.219906	0.276920	0.344150	0.457409	0.600468	0.691076	0.721560	0.745650	0.746842	0.771887	0.811831	0.841081	0.848883	
0.078075	0.070199	0.073594	0.079995	0.104172	0.140139	0.189923	0.224242	0.238387	0.262180	0.337586	0.353251	0.382090	0.477073	0.626626	0.740372	
0.088253	0.067620	0.074952	0.104838	0.237339	0.434846	0.495388	0.458845	0.407911	0.367768	0.335799	0.320273	0.334354	0.345041	0.344171	0.533565	
0.110982	0.106064	0.109313	0.108917	0.112544	0.115321	0.117344	0.123969	0.121647	0.157586	0.198076	0.207277	0.213156	0.263182	0.405674	0.615603	
0.459797	0.490773	0.524426	0.560478	0.613056	0.586466	0.551179	0.522664	0.496723	0.489680	0.511548	0.504156	0.531336	0.621597	0.739556	0.806853	
0.094660	0.095332	0.098692	0.094094	0.085539	0.075040	0.071429	0.073059	0.090319	0.132655	0.175642	0.176099	0.193604	0.264560	0.403362	0.553537	
