0.26591,0.34989,0.40263,0.43091,0.4323,0.41443,0.39032,0.38187,0.39292,0.42219,0.44926,0.45703,0.44507,0.42172,0.39933,0.3784,0.36113,0.3503,0.33754,0.31889,0.29177,0.26177,0.23883,0.22348,0.21602,0.20982,0.1985,0.19154,0.1836,0.18184,0.20024
0.25079,0.32672,0.36997,0.38652,0.37615,0.3495,0.31352,0.2887,0.27127,0.2662,0.26396,0.25622,0.24709,0.23777,0.23314,0.23527,0.25144,0.30079,0.36898,0.43253,0.47001,0.47541,0.46327,0.45168,0.44743,0.44347,0.4328,0.42538,0.41378,0.41065,0.42611
0.10415,0.097123,0.087899,0.074669,0.059872,0.049481,0.043215,0.039047,0.036686,0.03573,0.035299,0.033181,0.030959,0.030018,0.030384,0.031405,0.034101,0.042612,0.0632,0.095344,0.12917,0.14533,0.14693,0.15066,0.16778,0.21107,0.28497,0.3694,0.48631,0.52182,0.55883
0.11666,0.11466,0.10792,0.094543,0.078086,0.064725,0.063639,0.070079,0.10848,0.19698,0.33071,0.46552,0.54738,0.58026,0.58699,0.58063,0.56666,0.54965,0.53667,0.52866,0.52019,0.51015,0.50468,0.50531,0.51904,0.54436,0.57528,0.6058,0.63328,0.62601,0.62219
0.18809,0.20819,0.21737,0.21571,0.20483,0.19015,0.17932,0.17792,0.18914,0.2083,0.22181,0.22183,0.21081,0.19625,0.18477,0.17655,0.17181,0.17313,0.17253,0.16451,0.14689,0.12515,0.10935,0.098913,0.092978,0.087919,0.080953,0.076479,0.074511,0.076784,0.085918
0.2942,0.45243,0.55633,0.62004,0.63416,0.60968,0.56272,0.53427,0.52417,0.54051,0.56493,0.57708,0.57604,0.56369,0.55355,0.54873,0.55575,0.57841,0.59882,0.60922,0.61324,0.61446,0.61135,0.60932,0.61438,0.62109,0.62061,0.62325,0.61266,0.59646,0.60738
0.16955,0.17393,0.17513,0.16911,0.15689,0.14251,0.13458,0.14324,0.19024,0.27195,0.35567,0.40518,0.4036,0.37349,0.33614,0.29671,0.25717,0.22516,0.19807,0.17509,0.15015,0.12605,0.11094,0.10089,0.093785,0.087573,0.08019,0.076277,0.078927,0.081485,0.092599
0.23369,0.27987,0.30423,0.30948,0.2962,0.27429,0.24977,0.23709,0.23643,0.24654,0.25453,0.25272,0.24532,0.23708,0.23352,0.23774,0.25649,0.31219,0.39481,0.48422,0.55874,0.60182,0.61478,0.61913,0.6245,0.63004,0.63105,0.63279,0.62677,0.61887,0.62213
0.28982,0.43951,0.53789,0.59757,0.60984,0.58596,0.54427,0.52413,0.53099,0.57032,0.61863,0.65004,0.65833,0.64872,0.6377,0.62829,0.62521,0.62969,0.63061,0.62682,0.62302,0.62127,0.61784,0.61588,0.62061,0.62705,0.62628,0.62862,0.6188,0.60338,0.61521
0.11303,0.099889,0.090543,0.079739,0.066735,0.056755,0.052801,0.057302,0.082296,0.12337,0.16348,0.1855,0.18622,0.17821,0.17036,0.16564,0.16531,0.16914,0.17224,0.17317,0.17289,0.16421,0.15601,0.1562,0.17222,0.2181,0.29807,0.38861,0.51303,0.54662,0.579
0.11787,0.11841,0.11268,0.099786,0.082484,0.068338,0.058211,0.051066,0.045822,0.042675,0.04045,0.037246,0.035076,0.033658,0.032853,0.032696,0.034603,0.039142,0.0463,0.053738,0.05784,0.055465,0.050843,0.049883,0.060241,0.090075,0.14476,0.21678,0.34217,0.40603,0.48723
0.073627,0.071861,0.064042,0.050686,0.038197,0.029476,0.029205,0.031761,0.057206,0.1278,0.24357,0.36126,0.42685,0.44251,0.42895,0.39839,0.35783,0.31824,0.2886,0.26572,0.23556,0.20447,0.18414,0.17057,0.16458,0.1571,0.14473,0.13755,0.13586,0.13656,0.14937
0.235,0.27635,0.2983,0.30255,0.28915,0.26788,0.24593,0.23687,0.24346,0.26271,0.27876,0.28194,0.27551,0.26666,0.26253,0.26637,0.28455,0.33641,0.41006,0.48627,0.5468,0.57815,0.58529,0.58792,0.59542,0.60755,0.61825,0.62834,0.63016,0.62193,0.62279
