0.142871	0.138384	0.133474	0.135555	0.142361	0.159009	0.191940	0.238297	0.313893	0.400830	0.472530	0.506187	0.491639	0.451292	0.397513	0.334308	0.273526	0.225577	0.188180	0.153484	0.115904	0.096954	0.091503	0.087463	0.083185	0.075201	0.052994	0.037000	0.035857	0.051703	0.101741	
0.511168	0.518840	0.530897	0.541214	0.549946	0.561864	0.575569	0.585374	0.585858	0.581020	0.573001	0.570730	0.572355	0.578979	0.595586	0.631230	0.677973	0.721700	0.749253	0.762372	0.766532	0.769246	0.771424	0.778209	0.791835	0.808276	0.825344	0.837802	0.851456	0.850897	0.860671	
0.155992	0.145091	0.137249	0.135193	0.138333	0.148370	0.167677	0.189571	0.211057	0.217305	0.210788	0.195203	0.178307	0.162456	0.151043	0.141702	0.132736	0.123258	0.117475	0.115345	0.114418	0.111825	0.109721	0.109736	0.118516	0.139335	0.172403	0.218346	0.304598	0.353584	0.434005	
0.431659	0.420441	0.412345	0.414059	0.424922	0.450715	0.502072	0.568626	0.658973	0.736749	0.780925	0.799402	0.798477	0.795077	0.787119	0.773358	0.754161	0.734862	0.716246	0.689295	0.644177	0.622161	0.621989	0.619943	0.615396	0.588343	0.510391	0.437551	0.427112	0.496245	0.634301	
0.045620	0.048794	0.053417	0.056725	0.057215	0.055434	0.051402	0.045750	0.039409	0.034629	0.031301	0.029276	0.028397	0.028374	0.029438	0.031392	0.033698	0.037677	0.047159	0.066868	0.100360	0.140765	0.172263	0.192199	0.206916	0.226478	0.257805	0.304461	0.405397	0.473980	0.586309	
0.333433	0.348927	0.360265	0.366976	0.367522	0.361261	0.346000	0.328241	0.304214	0.282294	0.264191	0.248316	0.240726	0.239045	0.239115	0.247228	0.270683	0.313423	0.366995	0.416865	0.451229	0.466242	0.470283	0.476479	0.494980	0.531268	0.581705	0.640039	0.717896	0.741706	0.782576	
0.351916	0.354988	0.355989	0.360930	0.368544	0.384565	0.411957	0.440915	0.465189	0.471023	0.461556	0.440524	0.416230	0.389959	0.365500	0.342771	0.320129	0.296392	0.274487	0.257563	0.240733	0.229667	0.225186	0.224579	0.231827	0.241045	0.233569	0.213398	0.220111	0.275139	0.398147	
0.427160	0.437637	0.448461	0.454031	0.459002	0.467774	0.483403	0.499557	0.514335	0.526865	0.538701	0.546681	0.546945	0.544685	0.542013	0.540035	0.536475	0.535822	0.539095	0.553890	0.566927	0.572246	0.573126	0.578550	0.596566	0.631433	0.676558	0.722846	0.780726	0.795190	0.821830	
0.100704	0.099318	0.098184	0.097625	0.098085	0.100888	0.107439	0.113592	0.120823	0.127808	0.134801	0.139366	0.139674	0.134188	0.125872	0.116371	0.106684	0.094922	0.085091	0.079002	0.075910	0.072310	0.070339	0.070111	0.076139	0.091577	0.116639	0.153287	0.225166	0.269459	0.340351	
0.074066	0.062647	0.056317	0.056070	0.058470	0.067653	0.089553	0.125759	0.199651	0.305916	0.436658	0.562633	0.626820	0.639964	0.625954	0.584945	0.530586	0.482232	0.438420	0.389532	0.323213	0.288975	0.285721	0.281234	0.272382	0.246520	0.186510	0.128623	0.119900	0.148139	0.239262	
